Route_ID,From_City,From_State,To_City,To_State,Bus_Operator,Bus_Type,Distance_Miles,Distance_KM,Primary_Highway,Departure_Time,Arrival_Time,Duration_Hours,Ticket_Price_USD,Seats_Available,Total_Seats,Amenities,Booking_Type
354,Sacramento,California,Fresno,California,Southeastern Stages Morning,Sleeper,173,278,I-70,06:00,09:00,3.1,14,13,50,"AC, Charging",Online
355,Fresno,California,Los Angeles,California,RedCoach Morning,AC,213,342,I-10,08:00,11:00,3.9,48,6,50,"AC, Charging",Online/Station
356,Fresno,California,Los Angeles,California,Peter Pan Evening,Sleeper,213,342,US-1,18:00,21:00,3.9,47,29,45,"WiFi, Charging",Online/Station
357,Fresno,California,Los Angeles,California,Southeastern Stages Night,Luxury,213,342,I-70,20:00,23:00,3.9,40,41,55,"WiFi, AC, Snacks",Online/Station
358,Omaha,Nebraska,Lincoln,Nebraska,FlixBus Afternoon,Seater,61,98,US-66,14:00,15:00,1.1,10,7,50,"WiFi, AC",Online
359,Omaha,Nebraska,Lincoln,Nebraska,Jefferson Lines Afternoon,Luxury,61,98,I-10,12:00,13:00,1.1,10,13,55,"AC, Charging",Station
360,Omaha,Nebraska,Lincoln,Nebraska,FlixBus Evening,AC,61,98,US-1,17:00,18:00,1.1,10,30,55,"WiFi, AC",Station
361,Omaha,Nebraska,Des Moines,Iowa,Greyhound Morning,AC,160,257,I-75,08:00,10:00,2.9,31,8,55,"WiFi, Charging",Online/Station
362,Omaha,Nebraska,Des Moines,Iowa,Megabus Afternoon,AC,160,257,I-40,15:00,17:00,2.9,36,26,50,"WiFi, AC, Restroom, Charging",Online/Station
363,Wichita,Kansas,Tulsa,Oklahoma,Jefferson Lines Morning,AC,140,225,I-25,11:00,13:00,2.5,32,23,50,"WiFi, AC, Charging",Online
364,Wichita,Kansas,Tulsa,Oklahoma,RedCoach Evening,Luxury,140,225,I-80,17:00,19:00,2.5,26,8,50,"AC, Charging",Online/Station
365,Wichita,Kansas,Tulsa,Oklahoma,Greyhound Evening,Luxury,140,225,US-1,17:00,19:00,2.5,23,0,45,"WiFi, Charging",Online
366,Sioux Falls,South Dakota,Minneapolis,Minnesota,BoltBus Night,Sleeper,258,415,I-90,22:00,02:00,4.7,35,12,50,"WiFi, AC",Station
367,Sioux Falls,South Dakota,Minneapolis,Minnesota,OurBus Morning,AC,258,415,I-40,07:00,11:00,4.7,27,33,50,"WiFi, Charging",Station
368,Sioux Falls,South Dakota,Minneapolis,Minnesota,RedCoach Afternoon,Sleeper,258,415,US-1,12:00,16:00,4.7,57,35,55,"AC, Restroom",Station
369,Fargo,North Dakota,Minneapolis,Minnesota,Trailways Morning,Sleeper,276,444,I-40,08:00,13:00,5.0,40,18,40,"AC, Restroom",Online/Station
370,Fargo,North Dakota,Minneapolis,Minnesota,Southeastern Stages Afternoon,Seater,276,444,I-70,14:00,19:00,5.0,52,36,55,"AC, Restroom",Station
371,Fargo,North Dakota,Minneapolis,Minnesota,Jefferson Lines Morning,Seater,276,444,I-35,09:00,14:00,5.0,35,31,55,"WiFi, AC",Online/Station
372,Fargo,North Dakota,Minneapolis,Minnesota,Greyhound Morning,Seater,276,444,I-75,06:00,11:00,5.0,47,1,40,"AC, Charging",Online
373,Bismarck,North Dakota,Fargo,North Dakota,FlixBus Afternoon,Sleeper,275,442,I-40,15:00,20:00,5.0,65,41,55,"WiFi, AC, Snacks",Online/Station
374,Bismarck,North Dakota,Fargo,North Dakota,Peter Pan Evening,Luxury,275,442,I-25,18:00,23:00,5.0,58,1,55,"AC, Charging",Online/Station
375,Little Rock,Arkansas,Memphis,Tennessee,Greyhound Afternoon,Luxury,157,252,I-40,16:00,18:00,2.9,37,25,45,"WiFi, AC, Snacks",Online/Station
376,Little Rock,Arkansas,Memphis,Tennessee,Peter Pan Morning,Luxury,157,252,I-35,09:00,11:00,2.9,14,12,55,"WiFi, AC, Snacks",Online/Station
377,Fort Smith,Arkansas,Little Rock,Arkansas,FlixBus Night,AC,152,244,I-90,22:00,00:00,2.8,19,25,50,"AC, Charging",Online
378,Fort Smith,Arkansas,Little Rock,Arkansas,Trailways Evening,Seater,152,244,I-35,19:00,21:00,2.8,31,15,40,"WiFi, AC, Snacks",Station
379,Fort Smith,Arkansas,Little Rock,Arkansas,Megabus Afternoon,Seater,152,244,I-5,13:00,15:00,2.8,12,21,50,"WiFi, AC, Restroom, Charging",Online
380,Billings,Montana,Cheyenne,Wyoming,FlixBus Night,Sleeper,408,656,US-66,20:00,03:00,7.4,77,40,45,"WiFi, AC, Charging",Online/Station
381,Billings,Montana,Cheyenne,Wyoming,OurBus Afternoon,Luxury,408,656,I-25,13:00,20:00,7.4,66,13,40,"AC, Charging",Station
382,Billings,Montana,Cheyenne,Wyoming,Jefferson Lines Morning,Sleeper,408,656,US-1,09:00,16:00,7.4,87,53,55,"AC, Restroom",Station
383,Billings,Montana,Cheyenne,Wyoming,Southeastern Stages Afternoon,AC,408,656,I-80,16:00,23:00,7.4,97,6,50,"AC, Restroom",Online/Station
384,Missoula,Montana,Boise,Idaho,Southeastern Stages Evening,Sleeper,271,436,I-95,19:00,23:00,4.9,33,37,40,"AC, Restroom",Online
385,Missoula,Montana,Boise,Idaho,Southeastern Stages Night,Seater,271,436,I-35,22:00,02:00,4.9,29,35,55,AC,Online/Station
386,Missoula,Montana,Boise,Idaho,BoltBus Afternoon,Luxury,271,436,I-90,13:00,17:00,4.9,54,25,40,"WiFi, AC, Charging",Station
387,Missoula,Montana,Boise,Idaho,Trailways Morning,AC,271,436,I-95,07:00,11:00,4.9,33,41,55,"AC, Restroom",Online/Station
388,Casper,Wyoming,Cheyenne,Wyoming,Trailways Morning,Seater,157,252,US-66,06:00,08:00,2.9,21,37,40,"WiFi, AC, Snacks",Online/Station
389,Casper,Wyoming,Cheyenne,Wyoming,Southeastern Stages Afternoon,AC,157,252,I-80,12:00,14:00,2.9,27,49,50,"WiFi, AC, Charging",Online
390,Casper,Wyoming,Cheyenne,Wyoming,RedCoach Morning,Seater,157,252,I-80,11:00,13:00,2.9,31,38,40,"AC, Charging",Online/Station
391,Casper,Wyoming,Cheyenne,Wyoming,Peter Pan Afternoon,Sleeper,157,252,US-66,13:00,15:00,2.9,29,6,40,"AC, Restroom",Station
392,El Paso,Texas,San Antonio,Texas,Trailways Evening,AC,574,923,I-40,18:00,04:00,10.4,78,45,55,"WiFi, Charging",Online/Station
393,El Paso,Texas,San Antonio,Texas,Megabus Morning,AC,574,923,I-70,06:00,16:00,10.4,83,36,40,"WiFi, AC, Restroom, Charging",Station
394,Lexington,Kentucky,Louisville,Kentucky,RedCoach Evening,Seater,87,139,I-10,19:00,20:00,1.6,10,0,45,"WiFi, AC",Station
395,Lexington,Kentucky,Louisville,Kentucky,RedCoach Morning,AC,87,139,I-40,07:00,08:00,1.6,10,28,45,"AC, Restroom",Online
396,Lexington,Kentucky,Louisville,Kentucky,FlixBus Evening,Luxury,87,139,US-1,18:00,19:00,1.6,15,2,55,AC,Station
397,Lexington,Kentucky,Cincinnati,Ohio,RedCoach Morning,Sleeper,73,117,I-10,11:00,12:00,1.3,10,15,55,"AC, Charging",Station
398,Lexington,Kentucky,Cincinnati,Ohio,FlixBus Afternoon,AC,73,117,I-90,16:00,17:00,1.3,14,41,55,"WiFi, AC, Snacks",Online/Station
399,Lexington,Kentucky,Cincinnati,Ohio,BoltBus Night,Sleeper,73,117,I-40,20:00,21:00,1.3,11,22,50,"WiFi, AC",Online/Station
400,Savannah,Georgia,Jacksonville,Florida,Megabus Morning,Luxury,126,202,US-66,06:00,08:00,2.3,28,20,55,"WiFi, Charging",Online
401,Savannah,Georgia,Jacksonville,Florida,Jefferson Lines Afternoon,Seater,126,202,I-10,12:00,14:00,2.3,31,13,50,"AC, Charging",Station
402,Savannah,Georgia,Columbia,South Carolina,Southeastern Stages Night,AC,132,212,I-70,20:00,22:00,2.4,26,15,40,"WiFi, AC, Restroom, Charging",Online
403,Savannah,Georgia,Columbia,South Carolina,FlixBus Morning,Seater,132,212,I-25,09:00,11:00,2.4,26,24,40,"WiFi, Charging",Station
404,Savannah,Georgia,Columbia,South Carolina,Trailways Morning,Sleeper,132,212,US-66,11:00,13:00,2.4,20,23,55,"WiFi, AC, Snacks",Online
405,Savannah,Georgia,Columbia,South Carolina,Jefferson Lines Afternoon,AC,132,212,I-40,15:00,17:00,2.4,28,34,40,"AC, Charging",Online
406,Columbia,South Carolina,Charlotte,North Carolina,BoltBus Night,AC,85,136,I-25,22:00,23:00,1.5,12,50,55,"AC, Restroom",Station
407,Columbia,South Carolina,Charlotte,North Carolina,Peter Pan Morning,Luxury,85,136,US-66,11:00,12:00,1.5,13,17,50,"AC, Charging",Station
408,Columbia,South Carolina,Charleston,West Virginia,OurBus Evening,Sleeper,302,485,I-10,18:00,23:00,5.5,42,6,50,AC,Online/Station
409,Columbia,South Carolina,Charleston,West Virginia,Trailways Afternoon,Seater,302,485,I-25,14:00,19:00,5.5,55,42,50,"AC, Charging",Online/Station
410,Columbia,South Carolina,Charleston,West Virginia,Trailways Morning,Sleeper,302,485,US-66,06:00,11:00,5.5,66,12,40,"WiFi, AC, Restroom, Charging",Online
411,Columbia,South Carolina,Charleston,West Virginia,FlixBus Morning,Sleeper,302,485,I-75,06:00,11:00,5.5,65,29,40,"WiFi, AC, Snacks",Online/Station
412,Charleston,West Virginia,Savannah,Georgia,FlixBus Afternoon,Seater,434,698,I-70,12:00,19:00,7.9,102,41,45,"WiFi, AC, Charging",Online
413,Charleston,West Virginia,Savannah,Georgia,Megabus Morning,Seater,434,698,I-70,08:00,15:00,7.9,89,7,50,AC,Online
414,Charleston,West Virginia,Savannah,Georgia,FlixBus Afternoon,Sleeper,434,698,I-70,16:00,23:00,7.9,82,10,55,AC,Station
415,Raleigh,North Carolina,Greensboro,North Carolina,Greyhound Afternoon,AC,82,131,I-70,14:00,15:00,1.5,10,19,45,"AC, Restroom",Online/Station
416,Raleigh,North Carolina,Greensboro,North Carolina,Peter Pan Morning,Luxury,82,131,I-25,11:00,12:00,1.5,10,17,45,"WiFi, AC, Charging",Station
417,Raleigh,North Carolina,Greensboro,North Carolina,Peter Pan Night,Sleeper,82,131,I-75,20:00,21:00,1.5,20,27,45,"AC, Charging",Online
418,Raleigh,North Carolina,Greensboro,North Carolina,Megabus Evening,AC,82,131,I-75,17:00,18:00,1.5,10,34,45,AC,Station
419,Greensboro,North Carolina,Charlotte,North Carolina,BoltBus Afternoon,Sleeper,93,149,I-80,16:00,17:00,1.7,11,12,50,"WiFi, AC, Restroom, Charging",Station
420,Greensboro,North Carolina,Charlotte,North Carolina,Megabus Morning,AC,93,149,I-10,07:00,08:00,1.7,10,7,40,"WiFi, AC",Station
421,Greensboro,North Carolina,Charlotte,North Carolina,Greyhound Morning,Sleeper,93,149,I-25,11:00,12:00,1.7,10,14,45,AC,Online/Station
422,Greensboro,North Carolina,Charlotte,North Carolina,Southeastern Stages Morning,AC,93,149,I-40,10:00,11:00,1.7,16,3,45,"WiFi, AC, Charging",Station
423,Knoxville,Tennessee,Nashville,Tennessee,OurBus Morning,Seater,197,316,I-5,09:00,12:00,3.6,21,13,40,"AC, Charging",Station
424,Knoxville,Tennessee,Nashville,Tennessee,Megabus Morning,AC,197,316,I-25,08:00,11:00,3.6,21,12,45,AC,Online
425,Knoxville,Tennessee,Charlotte,North Carolina,FlixBus Evening,Sleeper,218,350,I-40,18:00,22:00,4.0,51,38,40,"WiFi, Charging",Online
426,Knoxville,Tennessee,Charlotte,North Carolina,Jefferson Lines Night,Luxury,218,350,I-35,20:00,00:00,4.0,24,8,50,"WiFi, Charging",Online
427,Knoxville,Tennessee,Charlotte,North Carolina,Jefferson Lines Morning,Seater,218,350,US-1,11:00,15:00,4.0,30,6,50,"WiFi, AC, Snacks",Station
428,Montgomery,Alabama,Birmingham,Alabama,Southeastern Stages Morning,Luxury,86,138,US-66,07:00,08:00,1.6,19,32,55,"AC, Charging",Online/Station
429,Montgomery,Alabama,Birmingham,Alabama,Trailways Afternoon,Luxury,86,138,I-70,16:00,17:00,1.6,15,28,55,"WiFi, AC, Restroom, Charging",Online
430,Biloxi,Mississippi,New Orleans,Louisiana,RedCoach Morning,AC,87,139,US-66,11:00,12:00,1.6,13,18,50,"AC, Charging",Station
431,Biloxi,Mississippi,New Orleans,Louisiana,FlixBus Evening,Luxury,87,139,I-10,18:00,19:00,1.6,14,12,45,"AC, Restroom",Online/Station
432,Biloxi,Mississippi,New Orleans,Louisiana,Jefferson Lines Afternoon,AC,87,139,I-75,12:00,13:00,1.6,10,38,55,"WiFi, AC, Restroom, Charging",Station
433,Biloxi,Mississippi,New Orleans,Louisiana,RedCoach Afternoon,Seater,87,139,I-5,14:00,15:00,1.6,21,37,45,"WiFi, AC, Restroom, Charging",Station
434,Shreveport,Louisiana,Little Rock,Arkansas,BoltBus Morning,AC,183,294,I-75,06:00,09:00,3.3,33,5,50,"WiFi, Charging",Online/Station
435,Shreveport,Louisiana,Little Rock,Arkansas,RedCoach Morning,AC,183,294,I-40,09:00,12:00,3.3,43,25,45,"WiFi, Charging",Station
436,Shreveport,Louisiana,Little Rock,Arkansas,FlixBus Afternoon,Luxury,183,294,I-10,15:00,18:00,3.3,30,0,45,"AC, Restroom",Online
437,Shreveport,Louisiana,Little Rock,Arkansas,RedCoach Evening,Luxury,183,294,I-95,18:00,21:00,3.3,28,5,40,"AC, Restroom",Station
438,Shreveport,Louisiana,Dallas,Texas,Trailways Evening,Luxury,210,337,I-80,19:00,22:00,3.8,29,38,50,AC,Station
439,Shreveport,Louisiana,Dallas,Texas,Southeastern Stages Morning,Seater,210,337,I-75,08:00,11:00,3.8,22,24,50,"WiFi, AC",Station
440,Shreveport,Louisiana,Dallas,Texas,FlixBus Morning,Sleeper,210,337,US-66,10:00,13:00,3.8,36,24,50,"AC, Charging",Online
441,Shreveport,Louisiana,Dallas,Texas,Trailways Evening,Luxury,210,337,I-70,18:00,21:00,3.8,35,4,45,"WiFi, Charging",Online/Station
442,Baton Rouge,Louisiana,New Orleans,Louisiana,Peter Pan Afternoon,Luxury,84,135,I-35,14:00,15:00,1.5,15,9,55,AC,Online/Station
443,Baton Rouge,Louisiana,New Orleans,Louisiana,OurBus Afternoon,Seater,84,135,I-40,14:00,15:00,1.5,19,38,45,"AC, Charging",Online/Station
444,Baton Rouge,Louisiana,New Orleans,Louisiana,Trailways Morning,Luxury,84,135,US-1,11:00,12:00,1.5,15,26,55,"WiFi, AC, Charging",Online
445,Baton Rouge,Louisiana,New Orleans,Louisiana,Southeastern Stages Morning,Sleeper,84,135,I-40,08:00,09:00,1.5,11,41,50,AC,Online/Station
446,Bangor,Maine,Portland,Oregon,FlixBus Afternoon,Sleeper,3719,5983,I-95,14:00,09:00,67.6,679,18,50,"AC, Restroom",Online
447,Bangor,Maine,Portland,Oregon,Megabus Afternoon,AC,3719,5983,I-90,15:00,10:00,67.6,764,12,40,"WiFi, AC, Restroom, Charging",Station
448,Manchester,New Hampshire,Boston,Massachusetts,Peter Pan Afternoon,Seater,51,82,I-95,16:00,16:00,0.9,10,20,50,"WiFi, AC, Restroom, Charging",Online
449,Manchester,New Hampshire,Boston,Massachusetts,Peter Pan Afternoon,Seater,51,82,US-1,14:00,14:00,0.9,10,44,45,AC,Online
450,Manchester,New Hampshire,Boston,Massachusetts,Trailways Morning,Sleeper,51,82,I-70,08:00,08:00,0.9,10,14,55,AC,Online/Station
451,Providence,Rhode Island,Hartford,Connecticut,Jefferson Lines Afternoon,Seater,87,139,I-35,13:00,14:00,1.6,12,31,40,AC,Station
452,Providence,Rhode Island,Hartford,Connecticut,Trailways Morning,Luxury,87,139,I-80,10:00,11:00,1.6,13,6,50,"WiFi, Charging",Station
453,Providence,Rhode Island,Hartford,Connecticut,FlixBus Afternoon,Sleeper,87,139,I-35,14:00,15:00,1.6,11,32,45,"AC, Restroom",Station
454,Newark,New Jersey,New York,New York,Jefferson Lines Evening,Sleeper,11,17,I-70,19:00,19:00,0.2,10,44,55,AC,Station
455,Newark,New Jersey,New York,New York,Jefferson Lines Night,Luxury,11,17,I-35,20:00,20:00,0.2,10,22,55,"WiFi, AC, Restroom, Charging",Online
456,Newark,New Jersey,New York,New York,BoltBus Afternoon,AC,11,17,I-5,13:00,13:00,0.2,10,26,40,"WiFi, Charging",Online
457,Newark,New Jersey,New York,New York,Peter Pan Evening,Sleeper,11,17,I-10,19:00,19:00,0.2,10,11,40,"WiFi, AC, Snacks",Online
458,Atlantic City,New Jersey,Philadelphia,Pennsylvania,OurBus Afternoon,AC,65,104,I-25,16:00,17:00,1.2,10,27,45,"WiFi, AC, Charging",Station
459,Atlantic City,New Jersey,Philadelphia,Pennsylvania,Peter Pan Afternoon,Sleeper,65,104,I-95,12:00,13:00,1.2,13,15,40,"WiFi, AC, Restroom, Charging",Online/Station
460,Atlantic City,New Jersey,Philadelphia,Pennsylvania,FlixBus Morning,Sleeper,65,104,I-90,07:00,08:00,1.2,10,31,55,"AC, Restroom",Online
461,Concord,New Hampshire,Manchester,New Hampshire,Peter Pan Evening,AC,15,24,I-25,18:00,18:00,0.3,10,32,55,"AC, Restroom",Online/Station
462,Concord,New Hampshire,Manchester,New Hampshire,Peter Pan Evening,AC,15,24,I-95,17:00,17:00,0.3,10,18,50,"WiFi, AC, Snacks",Station
463,Concord,New Hampshire,Manchester,New Hampshire,Trailways Afternoon,Luxury,15,24,I-25,13:00,13:00,0.3,10,5,40,"AC, Charging",Station
464,Concord,New Hampshire,Manchester,New Hampshire,Trailways Afternoon,Seater,15,24,I-25,15:00,15:00,0.3,10,4,40,"WiFi, AC, Snacks",Online
465,Burlington,Vermont,Albany,New York,Trailways Morning,Luxury,131,210,I-90,10:00,12:00,2.4,31,20,50,"AC, Restroom",Online
466,Burlington,Vermont,Albany,New York,BoltBus Evening,Seater,131,210,I-35,17:00,19:00,2.4,19,31,40,"WiFi, AC, Restroom, Charging",Online
467,Rapid City,South Dakota,Sioux Falls,South Dakota,Trailways Afternoon,Sleeper,450,724,I-70,12:00,20:00,8.2,45,18,45,"WiFi, AC, Snacks",Station
468,Rapid City,South Dakota,Sioux Falls,South Dakota,OurBus Night,Seater,450,724,I-40,22:00,06:00,8.2,55,16,40,"WiFi, AC",Online
469,Spokane,Washington,Seattle,Washington,FlixBus Morning,Luxury,338,543,I-90,07:00,13:00,6.1,35,9,45,"WiFi, Charging",Online/Station
470,Spokane,Washington,Seattle,Washington,Greyhound Morning,Sleeper,338,543,I-75,10:00,16:00,6.1,35,22,50,"WiFi, AC, Charging",Online
471,Spokane,Washington,Seattle,Washington,Trailways Afternoon,Seater,338,543,I-35,15:00,21:00,6.1,56,11,50,"WiFi, AC",Online
472,Tacoma,Washington,Seattle,Washington,Greyhound Afternoon,Sleeper,25,40,I-10,15:00,15:00,0.5,10,43,50,"WiFi, AC",Online
473,Tacoma,Washington,Seattle,Washington,Southeastern Stages Afternoon,Sleeper,25,40,I-90,16:00,16:00,0.5,10,0,40,"AC, Restroom",Online/Station
474,Tacoma,Washington,Seattle,Washington,FlixBus Afternoon,AC,25,40,US-66,15:00,15:00,0.5,10,7,50,"WiFi, AC, Snacks",Online
475,Tacoma,Washington,Seattle,Washington,OurBus Morning,Sleeper,25,40,I-10,07:00,07:00,0.5,10,8,55,"WiFi, AC, Charging",Online/Station
476,Eugene,Oregon,Portland,Oregon,Megabus Morning,AC,104,167,US-66,07:00,08:00,1.9,18,3,40,"WiFi, AC, Charging",Online
477,Eugene,Oregon,Portland,Oregon,FlixBus Night,Seater,104,167,US-1,20:00,21:00,1.9,19,11,40,"WiFi, AC, Charging",Online/Station
478,Eugene,Oregon,Portland,Oregon,OurBus Evening,Sleeper,104,167,I-10,17:00,18:00,1.9,15,37,40,"WiFi, AC, Charging",Station
479,Eugene,Oregon,Portland,Oregon,RedCoach Afternoon,Luxury,104,167,I-25,13:00,14:00,1.9,15,10,45,"WiFi, AC, Snacks",Online
480,Salem,Oregon,Portland,Oregon,FlixBus Afternoon,Luxury,46,74,I-70,16:00,16:00,0.8,10,5,40,"AC, Charging",Online
481,Salem,Oregon,Portland,Oregon,Jefferson Lines Night,Seater,46,74,I-95,20:00,20:00,0.8,10,34,40,AC,Station
482,Salem,Oregon,Portland,Oregon,Jefferson Lines Evening,Luxury,46,74,I-80,18:00,18:00,0.8,10,50,55,"WiFi, AC, Charging",Station
483,Salem,Oregon,Portland,Oregon,FlixBus Morning,Seater,46,74,I-35,07:00,07:00,0.8,11,3,45,AC,Online
484,Grand Rapids,Michigan,Detroit,Michigan,RedCoach Evening,Sleeper,186,299,I-5,19:00,22:00,3.4,42,22,45,"WiFi, AC, Restroom, Charging",Online
485,Grand Rapids,Michigan,Detroit,Michigan,Trailways Morning,Seater,186,299,I-25,07:00,10:00,3.4,26,37,50,"AC, Charging",Online
486,Lansing,Michigan,Detroit,Michigan,Trailways Afternoon,AC,107,172,I-95,16:00,17:00,1.9,13,15,45,"WiFi, AC, Snacks",Station
487,Lansing,Michigan,Detroit,Michigan,Trailways Afternoon,Luxury,107,172,I-10,15:00,16:00,1.9,14,17,45,"AC, Restroom",Station
488,Madison,Wisconsin,Milwaukee,Wisconsin,FlixBus Afternoon,Seater,103,165,I-70,12:00,13:00,1.9,10,15,55,"WiFi, AC, Charging",Station
489,Madison,Wisconsin,Milwaukee,Wisconsin,Greyhound Evening,AC,103,165,I-10,17:00,18:00,1.9,21,46,55,"WiFi, AC, Charging",Online
490,Madison,Wisconsin,Chicago,Illinois,RedCoach Morning,AC,147,236,I-5,08:00,10:00,2.7,15,44,45,"WiFi, Charging",Online/Station
491,Madison,Wisconsin,Chicago,Illinois,FlixBus Morning,AC,147,236,I-25,07:00,09:00,2.7,23,27,40,"WiFi, AC, Snacks",Station
492,Allentown,Pennsylvania,Philadelphia,Pennsylvania,Greyhound Evening,Seater,49,78,I-25,17:00,17:00,0.9,10,37,55,AC,Online/Station
493,Allentown,Pennsylvania,Philadelphia,Pennsylvania,Southeastern Stages Evening,Luxury,49,78,I-25,17:00,17:00,0.9,10,30,45,"WiFi, AC",Station
494,Rochester,New York,Buffalo,New York,Trailways Morning,Seater,89,143,I-25,10:00,11:00,1.6,14,10,45,"AC, Charging",Online
495,Rochester,New York,Buffalo,New York,Jefferson Lines Evening,Seater,89,143,I-35,18:00,19:00,1.6,18,10,50,"AC, Restroom",Station
496,Provo,Utah,Salt Lake City,Utah,Peter Pan Evening,Sleeper,39,62,I-25,17:00,17:00,0.7,10,38,45,AC,Online/Station
497,Provo,Utah,Salt Lake City,Utah,BoltBus Morning,AC,39,62,I-5,08:00,08:00,0.7,10,10,45,"WiFi, AC, Restroom, Charging",Station
498,Provo,Utah,Salt Lake City,Utah,Jefferson Lines Afternoon,Sleeper,39,62,I-70,13:00,13:00,0.7,10,37,40,"WiFi, AC, Charging",Online/Station
499,Provo,Utah,Salt Lake City,Utah,Megabus Evening,Sleeper,39,62,US-66,17:00,17:00,0.7,10,32,50,AC,Station
500,Newport,Rhode Island,Providence,Rhode Island,OurBus Morning,Luxury,24,38,US-1,11:00,11:00,0.4,10,25,55,"WiFi, AC",Online
501,Newport,Rhode Island,Providence,Rhode Island,Greyhound Afternoon,Seater,24,38,I-70,14:00,14:00,0.4,10,33,45,"WiFi, AC, Charging",Online/Station
502,Newport,Rhode Island,Providence,Rhode Island,Jefferson Lines Morning,Seater,24,38,I-35,07:00,07:00,0.4,10,4,40,"AC, Charging",Station
503,Montpelier,Vermont,Burlington,Vermont,BoltBus Morning,Seater,46,74,I-40,06:00,06:00,0.8,10,34,45,"WiFi, AC",Online
504,Montpelier,Vermont,Burlington,Vermont,FlixBus Morning,Sleeper,46,74,US-1,07:00,07:00,0.8,10,13,40,"AC, Charging",Station
505,Huntington,West Virginia,Charleston,West Virginia,Southeastern Stages Night,Seater,56,90,I-80,22:00,23:00,1.0,10,5,50,"AC, Charging",Online/Station
506,Huntington,West Virginia,Charleston,West Virginia,Jefferson Lines Morning,Seater,56,90,I-5,06:00,07:00,1.0,10,25,50,"AC, Charging",Online
507,Annapolis,Maryland,Baltimore,Maryland,OurBus Evening,Sleeper,23,37,I-40,17:00,17:00,0.4,10,6,45,"WiFi, AC",Station
508,Annapolis,Maryland,Baltimore,Maryland,Megabus Evening,AC,23,37,I-10,19:00,19:00,0.4,10,11,45,"WiFi, Charging",Station
509,Annapolis,Maryland,Baltimore,Maryland,Trailways Afternoon,Luxury,23,37,I-70,14:00,14:00,0.4,10,24,50,"WiFi, AC, Charging",Online
510,Annapolis,Maryland,Baltimore,Maryland,OurBus Evening,Sleeper,23,37,I-10,19:00,19:00,0.4,10,14,45,"WiFi, AC",Online/Station
511,Wilmington,Delaware,Philadelphia,Pennsylvania,FlixBus Afternoon,AC,30,48,I-80,14:00,14:00,0.5,10,54,55,"WiFi, Charging",Online/Station
512,Wilmington,Delaware,Philadelphia,Pennsylvania,RedCoach Morning,Seater,30,48,I-70,10:00,10:00,0.5,10,38,40,"WiFi, AC, Restroom, Charging",Online
513,Wilmington,Delaware,Philadelphia,Pennsylvania,Greyhound Morning,Luxury,30,48,I-10,06:00,06:00,0.5,10,15,40,"WiFi, AC",Online
514,Wilmington,Delaware,Philadelphia,Pennsylvania,Southeastern Stages Afternoon,AC,30,48,I-95,16:00,16:00,0.5,10,2,40,"AC, Restroom",Station
522,Pocatello,Idaho,Boise,Idaho,Megabus Afternoon,Seater,264,424,I-90,15:00,19:00,4.8,53,27,40,"WiFi, AC",Station
523,Pocatello,Idaho,Boise,Idaho,Greyhound Afternoon,Luxury,264,424,US-1,15:00,19:00,4.8,64,20,55,"WiFi, AC, Restroom, Charging",Online
524,Pocatello,Idaho,Boise,Idaho,Southeastern Stages Morning,Sleeper,264,424,I-80,08:00,12:00,4.8,36,12,40,AC,Station
525,Pocatello,Idaho,Boise,Idaho,Megabus Afternoon,Seater,264,424,I-10,12:00,16:00,4.8,38,2,50,"AC, Restroom",Online/Station
526,Fort Wayne,Indiana,Indianapolis,Indiana,Southeastern Stages Morning,Sleeper,117,188,US-66,10:00,12:00,2.1,19,25,40,"WiFi, AC, Charging",Online/Station
527,Fort Wayne,Indiana,Indianapolis,Indiana,Jefferson Lines Night,AC,117,188,I-95,20:00,22:00,2.1,18,7,55,AC,Online/Station
528,Cedar Rapids,Iowa,Des Moines,Iowa,Peter Pan Evening,Sleeper,137,220,I-95,18:00,20:00,2.5,28,11,50,AC,Station
529,Cedar Rapids,Iowa,Des Moines,Iowa,Megabus Afternoon,AC,137,220,US-66,16:00,18:00,2.5,31,37,40,"WiFi, AC, Restroom, Charging",Station
530,Cedar Rapids,Iowa,Des Moines,Iowa,RedCoach Night,AC,137,220,I-75,20:00,22:00,2.5,29,6,50,"WiFi, Charging",Online
531,Cedar Rapids,Iowa,Des Moines,Iowa,Southeastern Stages Morning,Sleeper,137,220,I-40,09:00,11:00,2.5,25,0,55,"WiFi, AC, Restroom, Charging",Online/Station
532,Duluth,Minnesota,Minneapolis,Minnesota,BoltBus Morning,Luxury,148,238,I-25,10:00,12:00,2.7,24,0,55,"WiFi, AC, Snacks",Online/Station
533,Duluth,Minnesota,Minneapolis,Minnesota,Greyhound Night,Sleeper,148,238,I-25,20:00,22:00,2.7,22,36,40,"AC, Charging",Online/Station
534,Duluth,Minnesota,Minneapolis,Minnesota,FlixBus Morning,Seater,148,238,US-66,09:00,11:00,2.7,31,23,55,"WiFi, Charging",Online
535,Duluth,Minnesota,Minneapolis,Minnesota,Jefferson Lines Evening,Seater,148,238,I-95,17:00,19:00,2.7,28,40,55,AC,Online
